flightNumber,airline,origin,destination,scheduledDepartureTime,scheduledArrivalTime,price
546,Air India,Hyderabad,Chennai,21:15,22:35,4033.0
439,Air India,Delhi,Chennai,06:00,08:55,12990.0
510,Air India,Kochi,Chennai,18:15,18:55,6373.0
570,Air India,Mumbai,Chennai,05:40,07:30,13398.0
552,Air India,Port Blair,Chennai,13:20,15:30,6373.0
3550,Air India,Port Blair,Chennai,13:20,15:30,6373.0
3788,Air India,Port Blair,Chennai,13:20,15:30,6373.0
594,Air India,Ahmedabad,Chennai,13:40,16:05,6373.0
592,Air India,Bengaluru,Chennai,08:35,09:35,6373.0
539,Air India,Coimbatore,Chennai,15:05,16:15,20268.0
711,Air India,Kolkata,Aizwal,13:15,14:20,6373.0
493,Air India,Delhi,Surat,05:15,07:05,10828.0
547,Air India,Delhi,Coimbatore,21:15,00:30,6373.0
657,Air India,Mumbai,Coimbatore,10:55,12:50,7194.0
429,Air India,Chennai,Coimbatore,13:20,14:30,12990.0
429,Air India,Chennai,Coimbatore,13:20,14:25,12990.0
3425,Air India,Delhi,Jammu,07:15,08:45,6373.0
449,Air India,Leh,Jammu,09:00,09:40,6373.0
822,Air India,Srinagar,Jammu,14:15,15:05,6373.0
437,Air India,Delhi,Bhopal,20:00,21:20,4161.0
633,Air India,Mumbai,Bhopal,05:50,07:25,4149.0
631,Air India,Mumbai,Bhopal,19:25,21:00,8296.0
743,Air India,Kolkata,Agartala,09:50,10:50,6354.0
3743,Air India,Kolkata,Agartala,15:35,16:35,6373.0
3743,Air India,Kolkata,Agartala,16:10,17:10,6373.0
663,Air India,Mumbai,Goa,13:15,14:45,13293.0
661,Air India,Mumbai,Goa,16:25,17:55,6373.0
421,Air India,Varanasi,Kolkata,12:10,13:35,6373.0
780,Air India,Bhubaneswar,Kolkata,15:10,16:00,5093.0
710,Air India,Dimapur,Kolkata,15:25,16:50,6373.0
675,Air India,Mumbai,Kolkata,06:10,08:55,13398.0
715,Air India,Imphal,Kolkata,13:35,14:50,14197.0
714,Air India,Imphal,Kolkata,15:00,16:20,6373.0
3714,Air India,Imphal,Kolkata,15:10,16:20,6373.0
3708,Air India,Port Blair,Kolkata,00:15,02:30,6373.0
776,Air India,Bengaluru,Kolkata,05:50,08:20,3674.0
775,Air India,Guwahati,Kolkata,18:45,20:05,7900.0
766,Air India,Chennai,Kolkata,11:35,13:55,11238.0
597,Air India,Chennai,Kolkata,16:50,19:15,6373.0
715,Air India,Aizwal,Kolkata,14:30,15:45,14197.0
712,Air India,Aizwal,Kolkata,14:55,16:05,6373.0
3425,Air India,Jammu,Srinagar,09:25,10:10,6373.0
679,Air India,Mumbai,Mangalore,10:25,12:00,15393.0
544,Air India,Delhi,Hyderabad,16:15,15:15,11100.0
560,Air India,Delhi,Hyderabad,07:10,09:10,9840.0
776,Air India,Bhubaneswar,Hyderabad,12:20,12:25,3674.0
516,Air India,Bengaluru,Hyderabad,08:00,09:15,9904.0
543,Air India,Hyderabad,Delhi,09:45,12:15,11488.0
405,Air India,Varanasi,Delhi,16:45,18:30,6373.0
474,Air India,Bhubaneswar,Delhi,21:35,23:40,6373.0
425,Air India,Calicut,Delhi,14:15,17:15,6373.0
642,Air India,Nagpur,Delhi,02:00,03:40,6373.0
404,Air India,Rajkot,Delhi,15:10,16:35,6373.0
424,Air India,Lucknow,Delhi,06:10,04:55,9534.0
414,Air India,Lucknow,Delhi,10:40,12:25,6373.0
466,Air India,Kochi,Delhi,07:30,10:40,6373.0
466,Air India,Kochi,Delhi,07:45,10:40,6373.0
462,Air India,Amritsar,Delhi,14:45,15:45,6373.0
3450,Air India,Leh,Delhi,08:35,09:45,6373.0
802,Air India,Bengaluru,Delhi,23:00,01:30,6373.0
460,Air India,Vijayawada,Delhi,09:05,11:35,6373.0
460,Air India,Vijayawada,Delhi,11:45,14:00,6373.0
635,Air India,Indore,Delhi,09:15,11:05,5943.0
824,Air India,Vadodara,Delhi,06:50,08:20,6373.0
484,Air India,Raipur,Delhi,18:50,20:20,6373.0
444,Air India,Chandigarh,Delhi,07:05,07:55,6373.0
850,Air India,Pune,Delhi,18:50,21:10,6373.0
854,Air India,Pune,Delhi,21:55,00:05,6373.0
892,Air India,Guwahati,Delhi,19:20,21:45,6373.0
494,Air India,Surat,Delhi,07:45,09:25,6373.0
548,Air India,Coimbatore,Delhi,01:00,04:10,6373.0
884,Air India,Goa,Delhi,01:15,03:40,6373.0
769,Air India,Kolkata,Delhi,04:50,06:50,6373.0
3426,Air India,Srinagar,Delhi,10:35,10:55,6373.0
691,Air India,Kolkata,Varanasi,15:55,17:20,6373.0
776,Air India,Kolkata,Bhubaneswar,09:10,12:10,3674.0
425,Air India,Delhi,Calicut,09:05,12:15,6373.0
425,Air India,Delhi,Calicut,09:10,12:15,6373.0
641,Air India,Delhi,Nagpur,23:30,01:20,4790.0
606,Air India,Udaipur,Aurangabad,16:00,17:10,6373.0
403,Air India,Delhi,Rajkot,12:55,14:35,10303.0
413,Air India,Delhi,Lucknow,09:50,09:55,6373.0
509,Air India,Chennai,Kochi,08:00,08:50,5571.0
863,Air India,Delhi,Mumbai,23:05,01:15,6373.0
678,Air India,Delhi,Mumbai,09:00,11:15,5955.0
865,Air India,Delhi,Mumbai,10:00,12:10,5955.0
670,Air India,Bhubaneswar,Mumbai,15:00,17:15,6373.0
582,Air India,Calicut,Mumbai,07:10,09:00,6373.0
606,Air India,Aurangabad,Mumbai,12:00,13:30,6373.0
602,Air India,Rajkot,Mumbai,10:40,07:50,6373.0
651,Air India,Visakhapatnam,Mumbai,14:15,16:25,14343.0
653,Air India,Visakhapatnam,Mumbai,21:30,23:40,6373.0
650,Air India,Amritsar,Mumbai,17:50,20:25,6373.0
689,Air India,Dehradun,Mumbai,20:30,22:55,6373.0
614,Air India,Ahmedabad,Mumbai,07:20,08:30,6373.0
640,Air India,Bengaluru,Mumbai,06:45,08:35,10744.0
610,Air India,Bengaluru,Mumbai,19:10,21:10,10744.0
622,Air India,Chandigarh,Mumbai,16:00,18:10,6373.0
569,Air India,Chennai,Mumbai,06:20,08:05,11448.0
507,Air India,Hubli,Mumbai,09:45,07:40,15259.0
679,Air India,Coimbatore,Mumbai,13:50,15:50,15393.0
634,Air India,Bhopal,Mumbai,08:05,09:40,6373.0
632,Air India,Bhopal,Mumbai,21:20,23:25,6373.0
487,Air India,Delhi,Visakhapatnam,06:40,09:05,6312.0
652,Air India,Mumbai,Visakhapatnam,19:00,20:50,6300.0
461,Air India,Delhi,Amritsar,08:00,09:15,6373.0
479,Air India,Delhi,Amritsar,21:15,22:20,12215.0
453,Air India,Delhi,Amritsar,04:55,06:15,11900.0
725,Air India,Patna,Amritsar,10:55,13:15,6373.0
3419,Air India,Delhi,Leh,06:25,07:40,6373.0
3449,Air India,Delhi,Leh,07:25,08:55,6373.0
3416,Air India,Chandigarh,Leh,09:30,11:35,6373.0
458,Air India,Chandigarh,Leh,10:15,11:15,6373.0
447,Air India,Srinagar,Leh,10:20,11:20,6373.0
713,Air India,Kolkata,Imphal,10:25,11:30,14722.0
3719,Air India,Kolkata,Imphal,11:15,12:30,6373.0
3713,Air India,Kolkata,Imphal,15:00,15:25,6373.0
409,Air India,Delhi,Patna,10:35,12:10,23206.0
415,Air India,Delhi,Patna,16:45,18:25,10921.0
673,Air India,Mumbai,Patna,07:55,10:20,22984.0
732,Air India,Kolkata,Patna,19:40,20:40,10090.0
787,Air India,Kolkata,Port Blair,05:40,08:00,17977.0
515,Air India,Hyderabad,Bengaluru,09:55,09:50,11488.0
515,Air India,Hyderabad,Bengaluru,09:55,11:05,11488.0
506,Air India,Delhi,Bengaluru,09:45,12:05,12150.0
504,Air India,Delhi,Bengaluru,20:30,23:15,12150.0
588,Air India,Kochi,Bengaluru,00:15,01:20,6373.0
775,Air India,Kolkata,Bengaluru,20:45,23:20,7900.0
460,Air India,Tirupati,Vijayawada,10:15,11:15,6373.0
637,Air India,Delhi,Indore,13:50,14:35,10826.0
637,Air India,Delhi,Indore,14:15,15:35,10826.0
483,Air India,Delhi,Raipur,16:40,18:20,9905.0
457,Air India,Leh,Chandigarh,08:50,09:35,6373.0
814,Air India,Pune,Chandigarh,12:40,15:05,6373.0
849,Air India,Delhi,Pune,16:00,18:10,6373.0
471,Air India,Delhi,Udaipur,13:15,14:35,15825.0
605,Air India,Aurangabad,Udaipur,07:45,09:15,6373.0
459,Air India,Vijayawada,Tirupati,08:50,09:45,17653.0
889,Air India,Imphal,Guwahati,12:45,11:55,7257.0
780,Air India,Kolkata,Guwahati,16:35,18:10,5093.0
546,Air India,Hyderabad,Chennai,22:40,23:55,4033.0
596,Air India,Varanasi,Chennai,19:35,21:35,6373.0
510,Air India,Kochi,Chennai,18:05,18:55,6373.0
552,Air India,Port Blair,Chennai,12:00,15:35,6373.0
765,Air India,Coimbatore,Chennai,16:50,17:55,23394.0
765,Air India,Kolkata,Chennai,14:40,17:05,23394.0
598,Air India,Kolkata,Chennai,20:00,22:45,6373.0
507,Air India,Mumbai,Hubli,08:20,09:15,15259.0
713,Air India,Imphal,Aizwal,12:20,13:00,14722.0
489,Air India,Delhi,Surat,19:10,20:40,20593.0
519,Air India,Bhubaneswar,Surat,08:40,10:40,6373.0
766,Air India,Chennai,Coimbatore,11:05,12:05,11238.0
429,Air India,Chennai,Coimbatore,13:20,14:20,12990.0
3829,Air India,Srinagar,Jammu,09:10,09:40,6373.0
406,Air India,Varanasi,Khajuraho,12:10,13:20,20445.0
481,Air India,Delhi,Bhopal,08:40,10:15,7468.0
482,Air India,Pune,Bhopal,12:35,14:00,6373.0
3743,Air India,Kolkata,Agartala,16:20,17:10,6373.0
883,Air India,Delhi,Goa,22:00,00:35,5525.0
770,Air India,Delhi,Kolkata,08:00,11:25,6489.0
770,Air India,Delhi,Kolkata,08:00,10:30,6489.0
690,Air India,Varanasi,Kolkata,13:35,15:20,6373.0
3720,Air India,Imphal,Kolkata,13:10,14:15,6373.0
714,Air India,Imphal,Kolkata,14:45,15:55,6373.0
3714,Air India,Imphal,Kolkata,15:55,17:50,6373.0
726,Air India,Patna,Kolkata,17:35,18:35,6373.0
3710,Air India,Port Blair,Kolkata,02:15,04:30,6373.0
3722,Air India,Silchar,Kolkata,16:00,17:10,6373.0
3425,Air India,Delhi,Srinagar,07:15,10:05,6373.0
3425,Air India,Delhi,Srinagar,07:20,08:55,6373.0
827,Air India,Delhi,Srinagar,07:30,08:40,6373.0
827,Air India,Delhi,Srinagar,08:40,09:50,6373.0
448,Air India,Leh,Srinagar,08:50,09:40,6373.0
3830,Air India,Jammu,Srinagar,10:20,10:35,6373.0
560,Air India,Delhi,Hyderabad,07:15,09:15,9840.0
544,Air India,Delhi,Hyderabad,16:15,18:25,11100.0
617,Air India,Mumbai,Hyderabad,14:10,15:40,6373.0
619,Air India,Mumbai,Hyderabad,19:25,20:45,14133.0
568,Air India,Dehradun,Hyderabad,12:40,14:55,6373.0
571,Air India,Ahmedabad,Hyderabad,18:55,20:30,6373.0
545,Air India,Chennai,Hyderabad,14:00,14:55,3538.0
526,Air India,Kolkata,Hyderabad,19:05,21:15,14154.0
512,Air India,Delhi,Thiruvananthapuram,13:10,16:20,14670.0
512,Air India,Delhi,Thiruvananthapuram,08:20,11:30,14670.0
512,Air India,Delhi,Thiruvananthapuram,13:30,16:50,14670.0
543,Air India,Hyderabad,Delhi,11:10,12:45,11488.0
840,Air India,Hyderabad,Delhi,20:15,22:35,14323.0
433,Air India,Varanasi,Delhi,15:30,17:10,44025.0
405,Air India,Varanasi,Delhi,16:40,18:15,6373.0
474,Air India,Bhubaneswar,Delhi,19:30,21:50,6373.0
442,Air India,Aurangabad,Delhi,20:30,22:20,5943.0
404,Air India,Rajkot,Delhi,15:10,16:45,6373.0
466,Air India,Kochi,Delhi,07:30,10:45,6373.0
466,Air India,Kochi,Delhi,07:45,10:45,6373.0
511,Air India,Kochi,Delhi,09:25,12:25,6373.0
513,Air India,Kochi,Delhi,16:15,19:20,6373.0
466,Air India,Kochi,Delhi,22:05,01:15,6373.0
687,Air India,Mumbai,Delhi,16:00,18:20,5943.0
452,Air India,Visakhapatnam,Delhi,07:50,11:10,6373.0
488,Air India,Visakhapatnam,Delhi,14:45,17:45,6373.0
480,Air India,Amritsar,Delhi,22:45,00:00,6373.0
3450,Air India,Leh,Delhi,12:10,13:35,6373.0
408,Air India,Patna,Delhi,16:00,17:35,6373.0
476,Air India,Jodhpur,Delhi,14:55,16:15,6373.0
476,Air India,Jodhpur,Delhi,17:00,14:15,6373.0
532,Air India,Ahmedabad,Delhi,19:45,21:15,6373.0
532,Air India,Ahmedabad,Delhi,22:35,23:55,6373.0
492,Air India,Jaipur,Delhi,17:00,18:00,6373.0
804,Air India,Bengaluru,Delhi,06:30,09:30,7909.0
804,Air India,Bengaluru,Delhi,07:00,09:30,7909.0
505,Air India,Bengaluru,Delhi,09:20,12:05,7489.0
503,Air India,Bengaluru,Delhi,17:00,19:55,7489.0
502,Air India,Bengaluru,Delhi,21:00,23:45,12150.0
638,Air India,Indore,Delhi,01:30,02:55,6373.0
422,Air India,Indore,Delhi,16:30,18:10,6373.0
892,Air India,Guwahati,Delhi,19:30,22:15,6373.0
822,Air India,Jammu,Delhi,13:10,17:00,6373.0
482,Air India,Bhopal,Delhi,08:20,12:50,6373.0
884,Air India,Goa,Delhi,16:55,19:30,6373.0
769,Air India,Kolkata,Delhi,04:55,07:10,6373.0
3426,Air India,Srinagar,Delhi,09:25,11:00,6373.0
828,Air India,Srinagar,Delhi,12:30,14:00,6373.0
406,Air India,Delhi,Varanasi,09:25,10:50,20445.0
427,Air India,Delhi,Varanasi,17:25,18:55,6373.0
405,Air India,Khajuraho,Varanasi,13:55,15:15,6373.0
691,Air India,Kolkata,Varanasi,15:55,17:25,6373.0
473,Air India,Delhi,Bhubaneswar,16:25,18:30,19815.0
519,Air India,Surat,Bhubaneswar,16:35,19:00,6373.0
776,Air India,Kolkata,Bhubaneswar,09:10,11:50,3674.0
581,Air India,Mumbai,Calicut,06:55,08:55,6373.0
425,Air India,Kannur,Calicut,18:05,18:35,6373.0
627,Air India,Mumbai,Nagpur,05:35,07:20,10458.0
441,Air India,Delhi,Aurangabad,17:10,19:00,5955.0
605,Air India,Mumbai,Aurangabad,05:25,07:00,6373.0
606,Air India,Udaipur,Aurangabad,10:00,11:20,6373.0
403,Air India,Delhi,Rajkot,12:50,14:35,10303.0
403,Air India,Delhi,Rajkot,14:00,15:50,10303.0
601,Air India,Mumbai,Rajkot,05:00,06:10,5234.0
655,Air India,Mumbai,Rajkot,15:40,16:40,12286.0
721,Air India,Kolkata,Bagdogra,13:40,14:55,10522.0
811,Air India,Delhi,Lucknow,18:00,19:15,24225.0
565,Air India,Bengaluru,Lucknow,13:50,16:20,24604.0
565,Air India,Bengaluru,Lucknow,15:30,16:20,24604.0
512,Air India,Delhi,Kochi,11:10,14:15,14670.0
465,Air India,Delhi,Kochi,18:05,21:05,15510.0
618,Air India,Hyderabad,Mumbai,17:40,19:25,6373.0
805,Air India,Delhi,Mumbai,20:00,22:10,5955.0
887,Air India,Delhi,Mumbai,06:50,09:00,5955.0
537,Air India,Delhi,Mumbai,17:00,19:15,15195.0
628,Air India,Nagpur,Mumbai,07:55,09:20,6373.0
630,Air India,Nagpur,Mumbai,21:10,23:05,6373.0
448,Air India,Aurangabad,Mumbai,20:20,21:35,6373.0
602,Air India,Rajkot,Mumbai,06:40,07:50,6373.0
656,Air India,Rajkot,Mumbai,17:15,18:40,6373.0
626,Air India,Lucknow,Mumbai,11:05,13:25,6373.0
732,Air India,Patna,Mumbai,21:10,22:55,10090.0
708,Air India,Indore,Mumbai,12:20,13:30,6373.0
694,Air India,Hubli,Mumbai,11:00,12:00,6373.0
507,Air India,Hubli,Mumbai,13:55,14:15,15259.0
632,Air India,Bhopal,Mumbai,20:00,21:30,6373.0
521,Air India,Hyderabad,Visakhapatnam,13:20,14:30,6373.0
479,Air India,Delhi,Amritsar,20:30,21:50,12215.0
445,Air India,Delhi,Leh,07:50,09:30,6373.0
445,Air India,Delhi,Leh,08:00,09:30,6373.0
450,Air India,Jammu,Leh,10:15,11:15,6373.0
714,Air India,Aizwal,Imphal,14:00,15:00,6373.0
713,Air India,Kolkata,Imphal,10:20,11:45,14722.0
3719,Air India,Kolkata,Imphal,11:20,12:25,6373.0
3713,Air India,Kolkata,Imphal,15:00,16:05,6373.0
407,Air India,Delhi,Patna,09:35,11:20,5927.0
415,Air India,Delhi,Patna,18:20,18:45,10921.0
673,Air India,Mumbai,Patna,08:20,10:20,22984.0
573,Air India,Bengaluru,Patna,07:30,10:05,12455.0
573,Air India,Bengaluru,Patna,11:25,10:05,12455.0
475,Air India,Delhi,Jodhpur,11:00,16:15,9988.0
645,Air India,Mumbai,Jodhpur,09:30,11:20,13231.0
568,Air India,Hyderabad,Dehradun,06:35,09:10,6373.0
688,Air India,Mumbai,Dehradun,08:20,10:15,9556.0
568,Air India,Bengaluru,Dehradun,08:55,11:40,6373.0
531,Air India,Delhi,Ahmedabad,16:40,18:05,16665.0
531,Air India,Delhi,Ahmedabad,20:15,21:35,16665.0
491,Air India,Delhi,Jaipur,14:10,15:00,5126.0
611,Air India,Mumbai,Jaipur,11:10,13:15,17283.0
515,Air India,Hyderabad,Bengaluru,09:55,10:30,11488.0
568,Air India,Hyderabad,Bengaluru,07:00,08:00,6373.0
801,Air India,Delhi,Bengaluru,19:25,21:55,16245.0
803,Air India,Delhi,Bengaluru,05:35,08:20,12150.0
501,Air India,Delhi,Bengaluru,17:10,19:55,7489.0
639,Air India,Mumbai,Bengaluru,09:30,11:05,12138.0
639,Air India,Mumbai,Bengaluru,09:30,11:10,12138.0
544,Air India,Hyderabad,Vijayawada,15:50,16:55,11100.0
459,Air India,Delhi,Vijayawada,05:55,08:20,17653.0
467,Air India,Delhi,Vijayawada,17:30,19:20,18493.0
421,Air India,Delhi,Indore,13:55,15:30,6373.0
819,Air India,Delhi,Vadodara,16:35,18:20,6373.0
531,Air India,Ahmedabad,Vadodara,19:45,20:20,16665.0
469,Air India,Delhi,Raipur,06:30,08:25,9840.0
483,Air India,Delhi,Raipur,19:00,20:45,9905.0
3415,Air India,Leh,Chandigarh,09:30,08:50,6373.0
814,Air India,Pune,Chandigarh,12:40,14:55,6373.0
853,Air India,Delhi,Pune,19:00,21:00,6373.0
851,Air India,Delhi,Pune,04:45,08:40,6373.0
853,Air India,Delhi,Pune,20:10,09:45,6373.0
643,Air India,Mumbai,Udaipur,14:20,15:40,15813.0
542,Air India,Delhi,Tirupati,06:50,09:20,9840.0
780,Air India,Kolkata,Guwahati,16:45,18:10,5093.0
546,Air India,Hyderabad,Chennai,15:55,17:00,4033.0
553,Air India,Delhi,Chennai,17:10,19:40,6373.0
510,Air India,Kochi,Chennai,18:45,18:55,6373.0
570,Air India,Mumbai,Chennai,05:20,07:30,13398.0
693,Air India,Mumbai,Hubli,09:25,10:25,6373.0
508,Air India,Mumbai,Hubli,15:05,16:15,11488.0
713,Air India,Imphal,Aizwal,12:15,13:00,14722.0
715,Air India,Kolkata,Aizwal,10:20,11:40,14197.0
3722,Air India,Kolkata,Aizwal,12:55,14:10,6373.0
420,Air India,Hyderabad,Surat,16:00,17:25,2276.0
423,Air India,Delhi,Surat,05:55,08:00,20445.0
419,Air India,Delhi,Surat,06:00,08:00,6373.0
667,Air India,Goa,Surat,11:05,12:30,16233.0
547,Air India,Delhi,Coimbatore,07:40,11:10,6373.0
679,Air India,Mangalore,Coimbatore,12:20,13:20,15393.0
821,Air India,Delhi,Jammu,08:00,09:25,6373.0
449,Air India,Leh,Jammu,08:50,09:40,6373.0
3827,Air India,Srinagar,Jammu,10:30,11:00,6373.0
481,Air India,Delhi,Bhopal,09:05,07:20,7468.0
631,Air India,Mumbai,Bhopal,19:20,20:50,8296.0
482,Air India,Pune,Bhopal,12:45,14:00,6373.0
3777,Air India,Imphal,Agartala,15:30,16:15,6373.0
883,Air India,Delhi,Goa,13:00,15:15,5525.0
663,Air India,Mumbai,Goa,13:25,14:45,13293.0
683,Air India,Mumbai,Goa,21:00,22:25,20328.0
529,Air India,Hyderabad,Kolkata,16:05,18:10,6373.0
690,Air India,Varanasi,Kolkata,13:40,15:20,6373.0
722,Air India,Bagdogra,Kolkata,14:30,15:25,6373.0
710,Air India,Dimapur,Kolkata,13:30,16:45,6373.0
675,Air India,Mumbai,Kolkata,06:10,08:50,13398.0
714,Air India,Imphal,Kolkata,14:50,16:20,6373.0
714,Air India,Imphal,Kolkata,14:50,15:55,6373.0
3714,Air India,Imphal,Kolkata,16:45,18:10,6373.0
726,Air India,Patna,Kolkata,17:40,18:35,6373.0
776,Air India,Bengaluru,Kolkata,08:00,10:40,3674.0
776,Air India,Bengaluru,Kolkata,08:10,10:40,3674.0
577,Air India,Bengaluru,Kolkata,19:10,21:50,6373.0
730,Air India,Guwahati,Kolkata,11:40,13:05,6373.0
714,Air India,Aizwal,Kolkata,13:05,14:15,6373.0
706,Air India,Dibrugarh,Kolkata,08:25,09:50,6373.0
3744,Air India,Agartala,Kolkata,18:35,19:40,6373.0
827,Air India,Delhi,Srinagar,07:45,08:40,6373.0
827,Air India,Delhi,Srinagar,08:50,09:50,6373.0
3828,Air India,Jammu,Srinagar,11:35,12:00,6373.0
821,Air India,Jammu,Srinagar,10:15,11:00,6373.0
679,Air India,Mumbai,Mangalore,10:20,11:45,15393.0
522,Air India,Visakhapatnam,Hyderabad,15:30,18:05,6373.0
526,Air India,Kolkata,Hyderabad,10:05,12:10,14154.0
530,Air India,Kolkata,Hyderabad,19:10,21:45,6373.0
513,Air India,Thiruvananthapuram,Delhi,17:50,21:05,6373.0
513,Air India,Thiruvananthapuram,Delhi,18:50,22:05,6373.0
405,Air India,Varanasi,Delhi,16:00,17:20,6373.0
404,Air India,Rajkot,Delhi,17:00,18:45,6373.0
538,Air India,Mumbai,Delhi,21:00,23:15,10398.0
408,Air India,Patna,Delhi,12:20,14:15,6373.0
416,Air India,Patna,Delhi,19:30,22:50,6373.0
460,Air India,Vijayawada,Delhi,09:15,11:15,6373.0
468,Air India,Vijayawada,Delhi,20:10,22:35,6373.0
820,Air India,Vadodara,Delhi,19:20,20:45,6373.0
531,Air India,Vadodara,Delhi,21:10,22:40,16665.0
470,Air India,Raipur,Delhi,10:30,11:55,6373.0
484,Air India,Raipur,Delhi,21:45,23:40,6373.0
854,Air India,Pune,Delhi,10:45,01:25,6373.0
541,Air India,Tirupati,Delhi,10:50,13:20,6133.0
420,Air India,Surat,Delhi,19:00,21:00,2276.0
424,Air India,Surat,Delhi,21:00,22:50,9534.0
828,Air India,Srinagar,Delhi,10:20,11:45,6373.0
828,Air India,Srinagar,Delhi,11:45,13:20,6373.0
447,Air India,Mumbai,Aurangabad,18:00,19:20,6373.0
655,Air India,Mumbai,Rajkot,16:40,17:40,12286.0
721,Air India,Kolkata,Bagdogra,11:55,13:00,10522.0
709,Air India,Kolkata,Dimapur,11:55,13:35,6373.0
625,Air India,Mumbai,Lucknow,08:00,10:20,21746.0
656,Air India,Rajkot,Mumbai,19:20,20:35,6373.0
626,Air India,Lucknow,Mumbai,11:00,13:25,6373.0
651,Air India,Visakhapatnam,Mumbai,14:30,16:30,14343.0
698,Air India,Patna,Mumbai,18:30,21:00,10648.0
651,Air India,Tirupati,Mumbai,14:35,16:30,14343.0
651,Air India,Mumbai,Visakhapatnam,09:30,11:30,14343.0
651,Air India,Tirupati,Visakhapatnam,12:00,13:10,14343.0
713,Air India,Kolkata,Imphal,10:00,11:15,14722.0
697,Air India,Mumbai,Patna,15:15,17:30,6373.0
411,Air India,Lucknow,Dehradun,08:50,10:20,24855.0
566,Air India,Lucknow,Bengaluru,17:20,19:35,6373.0
566,Air India,Lucknow,Bengaluru,17:20,21:40,6373.0
574,Air India,Patna,Bengaluru,11:00,13:35,6373.0
574,Air India,Patna,Bengaluru,11:00,17:15,6373.0
775,Air India,Kolkata,Bengaluru,12:25,15:00,7900.0
578,Air India,Kolkata,Bengaluru,22:50,01:20,6373.0
707,Air India,Mumbai,Indore,10:10,11:30,6373.0
445,Air India,Leh,Chandigarh,10:20,11:30,6373.0
3415,Air India,Leh,Chandigarh,10:20,11:30,6373.0
3415,Air India,Leh,Chandigarh,11:10,11:50,6373.0
651,Air India,Mumbai,Tirupati,09:30,11:00,14343.0
651,Air India,Visakhapatnam,Tirupati,12:10,13:40,14343.0
729,Air India,Kolkata,Guwahati,09:55,10:50,12159.0
672,Air India,Madurai,Chennai,13:55,15:05,21213.0
713,Air India,Kolkata,Aizwal,10:00,11:05,14722.0
674,Air India,Kolkata,Surat,12:20,14:30,6373.0
657,Air India,Mumbai,Coimbatore,10:55,12:40,7194.0
822,Air India,Srinagar,Jammu,11:55,12:30,6373.0
406,Air India,Varanasi,Khajuraho,11:30,12:40,20445.0
631,Air India,Mumbai,Bhopal,16:30,18:00,8296.0
705,Air India,Kolkata,Dibrugarh,05:50,07:25,6373.0
3743,Air India,Kolkata,Agartala,15:45,16:35,6373.0
419,Air India,Surat,Goa,09:00,10:05,6373.0
788,Air India,Port Blair,Kolkata,09:50,12:00,6373.0
754,Air India,Silchar,Kolkata,08:00,09:15,6373.0
423,Air India,Surat,Kolkata,09:00,11:05,20445.0
